#,Platform,Language,Title,URL,Content,Full Content,Author,Date,Source Site,Query,Backend
1,twitter,en,Qassim University (@quedusa1) / Posts / X,https://x.com/quedusa1,"Qassim University has 17 colleges and graduates over 10,000 students annually. It offers educational and research programs across various fields.",,,2025-06-30 00:00:00,x.com,Qassim University,searxng
2,twitter,en,جامعة القصيم,https://twitter.com/QassimUniv1,JavaScript is not available · We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using twitter.com. You can see a list of supported browsers in our Help Center · Help Center · Terms of Service Privacy Policy ...,,,,twitter.com,Qassim University,searxng
3,twitter,en,PEM fellowship | Qassim (@Qassim_PEM) / Posts / X,https://x.com/Qassim_PEM,"📊 589 📎 PEM fellowship | Qassim Qassim_PEM Mar 30 Simulation #2 Continuing our journey with the 2nd Simulation of the year Another step in strengthening hands-on learning, teamwork, and ER care skills. Moments where skills grow, confidence builds, and future PEM leaders are shaped. 💪 Led by Dr. @cirujano7 & @abadi9313 💬 0",,,,x.com,Qassim University,searxng
4,twitter,en,جامعة القصيم (@QassimUniv1) / Posts / X,https://x.com/QassimUniv1,جامعة القصيم (@QassimUniv1) - Posts - ريادة وطنية في التعليم والبحث والاستدامة، وشراكة فاعلة وطنياً وعالمياً | X (formerly Twitter),,,,x.com,Qassim University,searxng
5,twitter,en,جامعة القصيم (@QassimUniv1) / X,https://x.com/qassimuniv1?lang=en,Click to Follow QassimUniv1 · جامعة القصيم · @QassimUniv1 · ريادة وطنية في التعليم والبحث والاستدامة، وشراكة فاعلة وطنياً وعالمياًTranslate bio · السعودية - ...,,,2011-09-11 00:00:00,x.com,Qassim University,searxng
6,twitter,en,QASSIM (@vqassim) / Posts / X,https://x.com/vqassim,QASSIM (@vqassim) - Posts - BH | X (formerly Twitter) بفضل الله ثم دعمكم.. تم ترشيحي للانتقال الى مرحلة ما قبل النهائي لجائزة افضل ستريمر صاعد للاتحاد السعودي للرياضات الالكترونية، والترشح للنهائي ما زال قائم، سواء ترشحنا ولا لا هذي فرصه ...,,,,x.com,Qassim University,searxng
7,twitter,en,"جامعة القصيم on X: ""Qassim University signed a service contract with Virginia Commonwealth University in #USA, for the benefits of Teaching Assistance and lecturer in college of Pharmacy to get admission on the following programs: ( doctor of pharmacy , residency, fellowship). : #Qu #جامعة_القصيم https://t.co/IrI0Mfswfn"" / X",https://x.com/qassimuniv1/status/1013862555872382977?lang=en,"Qassim University signed a service contract with Virginia Commonwealth University in #USA, for the benefits of Teaching Assistance and lecturer in college of Pharmacy to get admission on the following programs: ( doctor of pharmacy , residency, fellowship).",,,,x.com,Qassim University,searxng
8,twitter,en,X - Official Site,https://x.com/,"From breaking news and entertainment to sports and politics, get the full story with all the live commentary.",,,,x.com,Qassim University,searxng
9,twitter,en,"جامعة القصيم on X: ""Qassim university driving school On 55 thousand squer meter ,and simulators cars with high international standards which can accommodate 200 trainee supervised by qualified saudi staff. https://t.co/SqDR4u3tZQ"" / X",https://x.com/qassimuniv1/status/1108774178394697732?lang=en,"Qassim university driving school On 55 thousand squer meter ,and simulators cars with high international standards which can accommodate 200 trainee supervised by qualified saudi staff.",,,,x.com,Qassim University,searxng
10,twitter,en,QASSIM (@Qassim_official) / Posts / X - Twitter,https://x.com/Qassim_official,QASSIM (@Qassim_official) - Posts - | X (formerly Twitter) من منظور ضيق ان اسرائيل ستنتهز هذي الفرصه لتأجيج فتيل الحرب بالعراق واقصاء الد اعداءها سيد مقتدى الصدر ونشوب حرب طاحنه داخل المكون الشيعي . #مقتدي_الصدر_خط_احمر,,,,x.com,Qassim University,searxng
11,twitter,en,جامعة القصيم (@qassimuni22) / X,https://x.com/qassimuni22?lang=en,"the English version of the official account of the Qassim University · Joined December 2016 · 55 Following · 47 Followers · @qassimuni22 hasn’t posted · When they do, their posts will show up here. Sign up now to get your own personalized timeline! Sign up with Apple ·",,,2016-12-24 00:00:00,x.com,Qassim University,searxng
12,twitter,en,His own brother was murdered at a political event by an Arab terrorist ...,https://x.com/RealTweetofMe/status/2040757605702799844,Gando (@RealTweetofMe). 47 replies. His own brother was murdered at a political event by an Arab terrorist over Palestine.,,,,x.com,Qassim University,searxng
13,twitter,en,QUMC (@QUMCsa) / X,https://x.com/qumcsa?lang=en,"Qassim University Medical City · Qassimqumc.edu.sa · Joined June 2017 · 1 Following · 47 Followers · @QUMCsa hasn’t posted · When they do, their posts will show up here. Sign up now to get your own personalized timeline! Sign up with Apple · Create account ·",,,2017-06-16 00:00:00,x.com,Qassim University,searxng
14,twitter,en,About X | Our company and priorities,https://about.x.com/en,"We serve the public conversation. Learn more about X the company, and how we ensure people have a free and safe place to talk.",,,,about.x.com,Qassim University,searxng
15,twitter,en,"طلبة جامعة القصيم on X: ""• الرابط الجديد لموقع بلاك بورد""blackboard"": https://t.co/t2HhIjQgD8 #طلبة_جامعة_القصيم"" / X",https://x.com/SQUcom/status/786956940991729664?lang=en,"We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using x.com. You can see a list of supported browsers in our Help Center · By signing up, you agree to the Terms of Service and Privacy Policy, including Cookie Use",,,,x.com,Qassim University,searxng
16,twitter,en,جامعة أم القرى (@uqu_edu) / Posts / X - Twitter,https://x.com/uqu_edu,يسرّنا الإعلان عن انضمام جامعة ( @uqu_edu ) أم القرى كشريك المعرفة والابتكار لـ #منتدى_العمرة_والزيارة 2026، بما يعكس دورها في دعم البحث العلمي وتعزيز الابتكار، والإسهام في تطوير تجربة المعتمرين والزوار.,,,,x.com,Qassim University,searxng
17,twitter,en,عمادة القبول والتسجيل (@QU_Admission1) / ...,https://x.com/qu_admission1?lang=ar,"We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using x.com. You can see a list of supported browsers in our Help Center · By signing up, you agree to the Terms of Service and Privacy Policy, including Cookie Use",,,,x.com,Qassim University,searxng
18,twitter,en,⚡️BREAKING: Al-Qassam Brigades published a video of the Israeli captive ...,https://x.com/SuppressedNws/status/1918687496247849363,"Suppressed News. (@SuppressedNws). 47 replies. ⚡️BREAKING: Al-Qassam Brigades published a video of the Israeli captive they rescued: I'm prisoner number 24, I was bombed [by Israel] after the ceasefire ended and we escaped by the grace of god, for that reason we went underground and we were bombed [by Israel] again. ""If Netanyahu were a prisoner in Gaza, the war would have ended at the ...",,,,x.com,Qassim University,searxng
19,twitter,en,كلية الطب البشري-جامعة القصيم (@qumededu) ...,https://twitter.com/qumededu?lang=en,JavaScript is not available · We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using twitter.com. You can see a list of supported browsers in our Help Center · Help Center · Terms of Service Privacy Policy ...,,,,twitter.com,Qassim University,searxng
20,twitter,en,"King Harris enters the chat, tells 50 Cent to go dig up his deceased ...",https://x.com/Raindropsmedia1/status/2025728310957748357,"Rain Drops Media (@Raindropsmedia1). King Harris enters the chat, tells 50 Cent to go dig up his deceased mother and post a picture of her grave site after 50 Cent posted a picture of Tiny Harris amid the ongoing T.I. beef. 😳",,,,x.com,Qassim University,searxng
21,twitter,en,Twitter,https://twitter.com/qunewspaper?lang=en,JavaScript is not available · We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using twitter.com. You can see a list of supported browsers in our Help Center · Help Center · Terms of Service Privacy Policy ...,,,,twitter.com,Qassim University,searxng
22,twitter,en,الجامعة القاسمية (@AlQasimiaUni) / ...,https://x.com/alqasimiauni,.. . . #مسابقة_الجامعة_القاسمية_الرمضانية #المسابقة_الرمضانية #رمضان_كريم #رمضان_2019 #ramadan2019 #alqasimia_university #الجامعة_القاسمية #university #sharjah #الشارقة #عام_التسامح,,,2015-03-04 00:00:00,x.com,Qassim University,searxng
23,twitter,en,الجامعة القاسمية (@AlQasimiaUni) · X,https://twitter.com/AlQasimiaUni,JavaScript is not available · We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using twitter.com. You can see a list of supported browsers in our Help Center · Help Center · Terms of Service Privacy Policy ...,,,,twitter.com,Qassim University,searxng
24,twitter,en,Hesham Al Qassim (@Heshamal_qassim) / ...,https://x.com/heshamal_qassim,I am Hesham Al Qassim from Oman.I have done Post graduation from University of Nizwa.,,,2015-02-23 00:00:00,x.com,Qassim University,searxng
25,twitter,en,الـمـسـتـشـفــى الـجـامـعــي (@KAUHospital) / X,https://x.com/kauhospital?lang=ar,"We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using x.com. You can see a list of supported browsers in our Help Center · By signing up, you agree to the Terms of Service and Privacy Policy, including Cookie Use",,,,x.com,Qassim University,searxng
26,twitter,en,جامعة القصيم - QassimUniv1,https://twitter.com/QassimUniv1/status/1771634471965434269,JavaScript is not available · We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using twitter.com. You can see a list of supported browsers in our Help Center · Help Center · Terms of Service Privacy Policy ...,,,2024-03-23 00:00:00,twitter.com,Qassim University,searxng
27,twitter,en,KAUST (@KAUST_News) / Posts / X,https://x.com/KAUST_News,"We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using x.com. You can see a list of supported browsers in our Help Center · By signing up, you agree to the Terms of Service and Privacy Policy, including Cookie Use",,,2009-03-02 00:00:00,x.com,Qassim University,searxng
28,twitter,en,"جامعة القصيم on X: ""تقيم عمادة الدراسات العليا والبحث العلمي بـ #جامعة_القصيم «اللقاء التعريفي لطلبة الدراسات العليا المستجدين» للعام الجامعي 1447هـ، يوم غدٍ الأربعاء، عن بعد. للحضور عبر الرابط: https://t.co/j2yhj8sikq https://t.co/DyDI4hhp5w"" / X",https://x.com/QassimUniv1/status/1962794005919363328,"We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using x.com. You can see a list of supported browsers in our Help Center · By signing up, you agree to the Terms of Service and Privacy Policy, including Cookie Use",,,,x.com,Qassim University,searxng
29,twitter,en,عمادة القبول والتسجيل (@KSAU_Admission) / Posts / X,https://x.com/KSAU_Admission,"We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using x.com. You can see a list of supported browsers in our Help Center · By signing up, you agree to the Terms of Service and Privacy Policy, including Cookie Use",,,2012-11-07 00:00:00,x.com,Qassim University,searxng
30,twitter,en,The 2010s was a wild place… and Sonic was right in the middle of it. We ...,https://x.com/sonic_hedgehog/status/2034345777821290576,"The 2010s was a wild place… and Sonic was right in the middle of it. We're rewinding to the era of iconic Sonic memes, now on tees. Plus a few seasonal designs to keep things",,,,x.com,Qassim University,searxng
31,twitter,en,"أ. مُحِبّ للجَمال. on X: ""Al Qassim, Saudi Arabia 🇸🇦 https://t.co/Fj9QPM5rsq"" / X",https://x.com/philocaaalist/status/2038409174900425186,"Al Qassim, Saudi Arabia · 8:13 PM · Mar 29, 2026 · · · 6,382 Views · 4 · 13 · 264 · 11 · Sign up now to get your own personalized timeline! Sign up with GoogleSign up with Google. Opens in new tab · Sign up with Apple · Create account ·",,,2026-03-29 00:00:00,x.com,Qassim University,searxng
32,twitter,en,Cold reception at Fenway for MA's Governor & Boston's mayor!,https://x.com/BillMelugin_/status/2040149519011119600,Bill Melugin (@BillMelugin_). 256 likes 33 replies. Cold reception at Fenway for MA's Governor & Boston's mayor!,,,,x.com,Qassim University,searxng
33,twitter,en,0163800050 (@qassimUniv) / X,https://x.com/qassimuniv,Click to Follow qassimUniv · 0163800050 · @qassimUniv · تنويه: لم يعد هذا الحساب مرتبطا بلجنة المعيدين بالجامعة، يمكنكم التواصل مع اللجنة عبر هاتف الجامعةTranslate bio · Joined August 2013 ·,,,2013-08-14 00:00:00,x.com,Qassim University,searxng
34,twitter,en,"Modiji is in mood, to take back Pakistan Occupied Kashmir",https://x.com/Voiceofhindus/status/2039215879880315270,"Voice of Hindus (@Voiceofhindus). 76 replies. Modiji is in mood, to take back Pakistan Occupied Kashmir 🔥",,,,x.com,Qassim University,searxng
35,twitter,en,"جامعة القصيم on X: ""#جامعة_القصيم تعلن مواعيد التقديم على ...",https://x.com/QassimUniv1/status/1808491526210912756,We cannot provide a description for this page right now,,,,x.com,Qassim University,searxng
36,twitter,en,エイプリルフールはこのくらいの嘘がちょうど良いと思う。笑,https://x.com/yominokuni140/status/2039210198649487527/photo/2,フォックス・コン (@yominokuni140). 126 likes 6 replies. エイプリルフールはこのくらいの嘘がちょうど良いと思う。笑,,,,x.com,Qassim University,searxng
37,twitter,en,جامعة القصيم - X,https://x.com/QassimUniv1/status/1794665142778814852?lang=en,We cannot provide a description for this page right now,,,,x.com,Qassim University,searxng
38,twitter,en,x.com,https://x.com/login.do,,,,,x.com,Qassim University,searxng
39,twitter,en,في يومه الثاني .. تحتفل #جامعة_القصيم بخريجاتها في عدد من ...,https://x.com/QassimUniv1/status/1892547134064374243,We cannot provide a description for this page right now,,,,x.com,Qassim University,searxng
40,twitter,en,Explore - Trending Topics & Today's News | X - Twitter,https://x.com/explore,"Discover trending topics and today's news on X. See live updates, top conversations, and what's happening right now across the world.",,,,x.com,Qassim University,searxng
41,twitter,en,Teacher Qassim (@QassimTeacher) / Posts / X,https://x.com/qassimteacher,Click to Follow QassimTeacher · Teacher Qassim · @QassimTeacher · مدرس انجليزي عنيزه وبريده عمل مشاريع تخرج وترجمه 0552807488Translate bio · Joined June 2017 · 381 Following · 20 Followers · @QassimTeacher hasn’t posted ·,,,2017-06-02 00:00:00,x.com,Qassim University,searxng
42,twitter,en,Qassim Atur (@qassimatur) / Posts / X,https://x.com/qassimatur,How to buy Kenyan stocks using your M-PESA App. Here's the simplest step-by-step guide Save and share the thread below,,,,x.com,Qassim University,searxng
43,twitter,en,عمادة التعلم الإلكتروني و تقنية المعلومات (@QassimU_IT) / ...,https://twitter.com/qassimu_it,The latest tweets from عمادة التعلم الإلكتروني و تقنية المعلومات (@QassimU_IT),,,,twitter.com,Qassim University,searxng
44,twitter,en,Twitter. It's what's happening / Twitter,https://x.com/account/signin,"Something went wrong, but don't fret — let's give it another shot.",,,,x.com,Qassim University,searxng
45,twitter,en,"جامعة القصيم on X: ""في إنجاز مؤسسي جديد وللعام الثالث على ...",https://x.com/QassimUniv1/status/1868307949799780786,We cannot provide a description for this page right now,,,,x.com,Qassim University,searxng
46,twitter,en,University of Washington (@UW) / Posts / X - Twitter,https://x.com/UW,"University of Washington students, faculty and staff believe in boundless opportunities. Do you dare to Be Boundless? At the UW, you can.",,,,x.com,Qassim University,searxng
47,twitter,en,"جامعة القصيم on X: ""تعلن عمادة القبول والتسجيل عن فتح باب ...",https://x.com/QassimUniv1/status/579783754798866432,We cannot provide a description for this page right now,,,,x.com,Qassim University,searxng
48,twitter,en,Make Your First Request - X,https://docs.x.com/make-your-first-request,This guide walks you through making your first X API request. You'll need a developer account with app credentials before starting.,,,,docs.x.com,Qassim University,searxng
49,twitter,en,Darul Qasim College (@DarulQasim) / X,https://x.com/darulqasim,We cannot provide a description for this page right now,,,2010-01-12 00:00:00,x.com,Qassim University,searxng
50,twitter,en,developer.x.com,https://developer.x.com/en/docs/tutorials/matching-media-tweets,,,,,developer.x.com,Qassim University,searxng
51,twitter,en,"جامعة القصيم on X: ""يضم المعرض المصاحب لدورة الامتياز الثالثة عشرة بكلية الطب بـ #جامعة_القصيم 9 أجنحة لجهات داعمة لطبيب الامتياز بعد التخرج، تستعرض فرص التدريب والتوظيف وبرامج الزمالة، إلى جانب أجنحة لأكاديميات طبية تقدم خدمات مساندة للباحثين، ودورات تخصصية في مجالات متعددة. https://t.",https://x.com/QassimUniv1/status/2023062196981232047,We cannot provide a description for this page right now,,,,x.com,Qassim University,searxng
52,twitter,en,www.x.com,https://www.x.com/i/status/2036533917935968489,,,,,www.x.com,Qassim University,searxng
53,twitter,en,Salman Qasim (@QasimEtal) / X,https://x.com/qasimetal?lang=en,We cannot provide a description for this page right now,,,2017-09-24 00:00:00,x.com,Qassim University,searxng
54,twitter,en,X (@X) / Posts / X - Twitter,https://x.com/X,"X (@X) - Posts - what's happening?! | X (formerly Twitter) Taste arrived quietly, somewhere over the last few months. It arrived the way a new technology consensus always arrives. It wasn't argued into place. It simply appeared there one morning, like the weather. No one proposed it. No one even had to. It was a clean and easy answer to the question everyone in technology has been asking: what ...",,,,x.com,Qassim University,searxng
55,twitter,en,#Generator_Rental - Search / X,https://twitter.com/search?q=#Generator_Rental&src=hashtag_click&f=live,,,,,twitter.com,Qassim University,searxng
56,twitter,en,developer.x.com,https://developer.x.com/en/docs/basics/authentication/guides/tls,,,,,developer.x.com,Qassim University,searxng
57,twitter,en,Quassim Cassam (@QCassam) / X,https://x.com/qcassam,Professor of Philosophy at Warwick University. FBA. Latest book: Extremism: A Philosophical Analysis.,,,2015-01-11 00:00:00,x.com,Qassim University,searxng
58,twitter,en,Prime Minister's Office (@PakPMO) / Posts / X - Twitter,https://x.com/PakPMO,"Prime Minister's Office (@PakPMO) - Posts - Prime Minister's Office, Government of Pakistan | X (formerly Twitter)",,,,x.com,Qassim University,searxng
59,twitter,en,"جامعة القصيم on X: ""تغطيات | كلمة سعادة رئيس #جامعة_القصيم ...",https://x.com/QassimUniv1/status/1891866205679407302,We cannot provide a description for this page right now,,,,x.com,Qassim University,searxng
60,twitter,en,جمعية القصيم التقنية (@qassim_tech) · X,https://twitter.com/qassim_tech,The latest tweets from جمعية القصيم التقنية (@qassim_tech),,,,twitter.com,Qassim University,searxng
61,twitter,en,Qassim University (QssUnv_@) / X,https://x.com/qssunv_?lang=ar-x-fm,Qassim University · @QssUnv_ حساب مخصص لـ طلاب جامعة القصيم .. تبادل خبرات ، نقاشات ، استفسارات .. *يدار من قبل طلاب وليس مسؤول .. لكن بالريتويت سيصل صوتكم. هنا همومكم #QssUnv ·,,,2012-01-30 00:00:00,x.com,Qassim University,searxng
62,twitter,en,الإدارة العامة لشؤون المكتبات بجامعة القصيم (@infoqulibrary) / X,https://x.com/infoqulibrary?lang=ar,General Administration of Library Affairs at Qassim University.,,,2016-04-24 00:00:00,x.com,Qassim University,searxng
63,twitter,en,عمادة الدراسات العليا بجامعة القصيم (@qugraduate) ...,https://twitter.com/qugraduate?lang=ar,لقد اكتشفنا أن JavaScript معطل في هذا المتصفح. الرجاء تمكين JavaScript أو التبديل إلى مستعرض معتمد للاستمرار في استخدام twitter.com. يمكنك الاطلاع على قائمة بالمستعرضات المدعومة ...,,,,twitter.com,Qassim University,searxng
64,twitter,en,Bader Alhudaithi (@B666H) | تويتر,https://twitter.com/b666h?lang=ar,"أحدث التغريدات من Bader Alhudaithi (@B666H). Lecturer at CBE, Qassim University. Qassim",,,,twitter.com,Qassim University,searxng
65,twitter,en,جامعة القصيم (@QassimUniv1) / X,https://x.com/qassimuniv1?lang=ar,Click to Follow QassimUniv1 · جامعة القصيم · @QassimUniv1 · ريادة وطنية في التعليم والبحث والاستدامة، وشراكة فاعلة وطنياً وعالمياًTranslate bio · السعودية - القصيم qu.edu.sa ·,,,,x.com,Qassim University,searxng
66,twitter,en,"طلبة جامعة القصيم on X: ""• الرابط الجديد لموقع بلاك بورد""blackboard"": https://t.co/t2HhIjQgD8 #طلبة_جامعة_القصيم"" / X",https://x.com/SQUcom/status/786956940991729664,We cannot provide a description for this page right now,,,,x.com,Qassim University,searxng
67,twitter,en,الجامعة القاسمية (@AlQasimiaUni) / ...,https://x.com/alqasimiauni?lang=ar,We cannot provide a description for this page right now,,,,x.com,Qassim University,searxng
68,twitter,en,الـمـسـتـشـفــى الـجـامـعــي (@KAUHospital) / X,https://x.com/kauhospital,We cannot provide a description for this page right now,,,2014-09-07 00:00:00,x.com,Qassim University,searxng
69,twitter,en,عمادة القبول والتسجيل (@QU_Admission1) / ...,https://x.com/qu_admission1?lang=en,We cannot provide a description for this page right now,,,2014-06-10 00:00:00,x.com,Qassim University,searxng
70,twitter,en,شركة فعاليات القصيم (@Qassim_Events) / Posts / X,https://x.com/Qassim_Events,Click to Follow Qassim_Events · شركة فعاليات القصيم · @Qassim_Events · شركة فعاليات القصيم - الشركة المشغلة لـ القرية التراثية بالخبراء و لـ القرية التراثية في عيون الجواءTranslate bio ·,,,2021-01-27 00:00:00,x.com,Qassim University,searxng
71,twitter,en,"جامعة القصيم on X: ""في إنجاز دولي جديد، وتتويجًا لجهودها ...",https://x.com/QassimUniv1/status/1798681430458814856,We cannot provide a description for this page right now,,,,x.com,Qassim University,searxng
72,twitter,en,@Qassim_uni | X,https://twitter.com/Qassim_uni,The latest posts from @Qassim_uni,,,,twitter.com,Qassim University,searxng
73,twitter,en,كلية العلوم والآداب ( الأقسام العلمية ) (@cscience_qu) / Twitter,https://twitter.com/cscience_qu,"كلية العلوم والآداب ( الأقسام العلمية ) @cscience_qu Qassim University Joined September 2013 11 Following 3,511 Followers Tweets & replies",,,,twitter.com,Qassim University,searxng
74,twitter,en,Qassim University Map (@qu_map) ...,https://twitter.com/qu_map?lang=en,JavaScript is not available · We’ve detected that JavaScript is disabled in this browser. Please enable JavaScript or switch to a supported browser to continue using twitter.com. You can see a list of supported browsers in our Help Center · Help Center · Terms of Service Privacy Policy ...,,,,twitter.com,Qassim University,searxng
75,twitter,en,أ.د. صالح الهويريني (@ssalhol__) / Posts / X,https://x.com/ssalhol__,أ.د. صالح الهويريني (@ssalhol__) - Posts - استاذ سمية المبيدات. جامعة القصيم. Professor of Pesticides Toxicity. Qassim University | X (formerly Twitter),,,,x.com,Qassim University,searxng
76,twitter,en,كلية الطب البشري-جامعة القصيم (@qumededu) / X,https://x.com/qumededu,ندعوكم لحضور دورة الإمتياز العاشرة، المقامة في المدينة الطبية في جامعة القصيم يومي الجمعة والسبت -باذن الله- https://docs.google.com/forms/d/e/1FAIpQLSd2lrb2g8a3RRtxcqNdHsVh2G4Z1dYEdYTnsREWUijPfv5Jnw/viewform…,,,2011-03-09 00:00:00,x.com,Qassim University,searxng
77,twitter,en,Mahmoud Alazzazy (@alazzazy1975) / Posts / X,https://x.com/alazzazy1975,"Mahmoud Alazzazy (@alazzazy1975) - Posts - Professor, Qassim University, Saudi Arabia | X (formerly Twitter)",,,,x.com,Qassim University,searxng
78,twitter,en,جامعة القصيم (@QassimUniv1) / X,https://x.com/qassimuniv1?lang=fr,Cliquez pour Suivre QassimUniv1.,,,2011-09-11 00:00:00,x.com,Qassim University,searxng
79,twitter,en,Twitter,https://twitter.com/qassimuniv1,,,,,twitter.com,Qassim University,searxng
80,twitter,en,Twitter. It's what's happening / Twitter,https://twitter.com/qassim,We would like to show you a description here but the site won't allow us.,,,,twitter.com,Qassim University,searxng
81,twitter,en,Twitter,https://twitter.com/QassimUniv1/status/1369929438884925441,We would like to show you a description here but the site won't allow us.,,,,twitter.com,Qassim University,searxng
82,twitter,en,Twitter. It's what's happening / Twitter,https://twitter.com/SQUcom,We would like to show you a description here but the site won't allow us.,,,,twitter.com,Qassim University,searxng
83,twitter,en,Qassim Haider (@qassimhaider) / X,https://twitter.com/qassimhaider,The latest tweets from Qassim Haider (@qassimhaider),,,,twitter.com,Qassim University,searxng
84,twitter,en,Twitter. It's what's happening / Twitter,https://twitter.com/QU_Admission1/,We would like to show you a description here but the site won't allow us.,,,,twitter.com,Qassim University,searxng
85,twitter,en,,https://twitter.com/qu_coc?lang=ar,We cannot provide a description for this page right now,,,,twitter.com,Qassim University,searxng
86,twitter,en,ISPOR Saudi Arabia,https://twitter.com/sa_ispor/status/1798019629279047960,,,,,twitter.com,Qassim University,searxng
87,twitter,en,Twitter,https://twitter.com/QassimUniv1/status/1501895493839998984,We would like to show you a description here but the site won't allow us.,,,,twitter.com,Qassim University,searxng
88,twitter,en,"جامعة القصيم on Twitter: ""كأول جامعة سعودية تتيح هذه الخدمة .. معالي ...",https://twitter.com/QassimUniv1/status/1620395470765047808,كأول جامعة سعودية تتيح هذه الخدمة .. معالي رئيس #جامعة_القصيم يدشن خدمة إيداع الرسائل العلمية في #المكتبة_الرقمية_السعودية ، خلال افتتاحه لـ «الملتقى الثاني لطلبة الدراسات العليا» ، بالبهو الرئيس بالمدينة الجامعية ...,,,,twitter.com,Qassim University,searxng
